Startup_ID,Startup_Name,Sector,City,Founded_Year,Funding_Stage,Total_Funding_USD,Investor,Status,Employees,Annual_Revenue_USD,Survival_Years,Is_Unicorn
IN0878,Startup_878,LogisticsTech,Chennai,2021,Bootstrapped,4925000,Y Combinator,Acquired,1315,0,2,0
IN0879,Startup_879,TravelTech,Mumbai,2015,Bootstrapped,3662000,Angel Network,Closed,2678,0,8,0
IN0880,Startup_880,FinTech,Bengaluru,2020,Series A,95027000,Tiger Global,Closed,27,0,2,0
IN0881,Startup_881,E-Commerce,Pune,2015,Seed,27757000,Angel Network,Active,1067,19020000,8,0
IN0882,Startup_882,LogisticsTech,Chennai,2017,Grant,818000,Tiger Global,Acquired,4860,0,3,0
IN0883,Startup_883,SaaS,Hyderabad,2011,Bootstrapped,2764000,Matrix Partners,Closed,4674,0,4,0
IN0884,Startup_884,FinTech,Bengaluru,2018,Series B,116908000,SoftBank,Acquired,2146,0,2,0
IN0885,Startup_885,FinTech,Kolkata,2019,Bootstrapped,1834000,Kalaari Capital,Closed,1395,0,1,0
IN0886,Startup_886,FinTech,Jaipur,2016,Grant,5955000,SoftBank,Acquired,1666,0,2,0
IN0887,Startup_887,SaaS,Pune,2021,Grant,3028000,SoftBank,Closed,4917,0,1,0
IN0888,Startup_888,SaaS,Hyderabad,2016,Series A,10344000,Nexus Venture,Closed,2146,0,2,0
IN0889,Startup_889,HRTech,Ahmedabad,2013,Series D+,22689000,Accel Partners,Closed,86,0,8,0
IN0890,Startup_890,HealthTech,Chennai,2021,Bootstrapped,6429000,Angel Network,Closed,3469,0,2,0
IN0891,Startup_891,EdTech,Mumbai,2018,Pre-Seed,7450000,Blume Ventures,Active,2904,5942000,5,0
IN0892,Startup_892,HRTech,Bengaluru,2010,Series C,13395000,Matrix Partners,Closed,3040,0,3,0
IN0893,Startup_893,TravelTech,Bengaluru,2019,Series A,22718000,500 Startups,Closed,2780,0,4,0
IN0894,Startup_894,HealthTech,Mumbai,2015,Bootstrapped,1078000,Sequoia Capital India,Closed,1049,0,8,0
IN0895,Startup_895,SaaS,Chennai,2016,Series C,18536000,Y Combinator,Acquired,2162,0,5,0
IN0896,Startup_896,AgriTech,Kolkata,2012,Series D+,19702000,Tiger Global,Closed,4554,0,11,0
IN0897,Startup_897,FoodTech,Bengaluru,2013,Series A,9280000,Blume Ventures,Active,2133,1602000,10,0
IN0898,Startup_898,FoodTech,Kolkata,2011,Grant,1792000,Angel Network,Active,4596,742000,12,0
IN0899,Startup_899,FoodTech,Mumbai,2023,Series A,4815000,Y Combinator,Closed,2329,0,1,0
IN0900,Startup_900,HealthTech,Jaipur,2023,Series C,59783000,SoftBank,Closed,4782,0,1,0
IN0901,Startup_901,TravelTech,Noida,2012,Bootstrapped,1115000,Blume Ventures,Acquired,774,0,6,0
IN0902,Startup_902,FinTech,Pune,2020,Seed,71045000,Accel Partners,Closed,2652,0,1,0
IN0903,Startup_903,FinTech,Mumbai,2017,Grant,11465000,Elevation Capital,Closed,49,0,3,0
IN0904,Startup_904,FinTech,Noida,2017,Series D+,119979000,500 Startups,Merged,4664,0,2,0
IN0905,Startup_905,E-Commerce,Bengaluru,2022,Series C,6487000,Accel Partners,Closed,4484,0,2,0
IN0906,Startup_906,EdTech,Kolkata,2014,Series A,61716000,Matrix Partners,Closed,732,0,1,0
IN0907,Startup_907,E-Commerce,Delhi NCR,2016,Bootstrapped,8288000,Bootstrapped,Closed,1264,0,1,0
IN0908,Startup_908,SaaS,Ahmedabad,2022,Bootstrapped,6453000,500 Startups,Closed,4945,0,1,0
IN0909,Startup_909,AgriTech,Mumbai,2023,Series D+,19636000,500 Startups,Closed,3181,0,2,0
IN0910,Startup_910,SaaS,Noida,2019,Bootstrapped,2966000,Kalaari Capital,Active,1528,1114000,4,0
IN0911,Startup_911,LogisticsTech,Mumbai,2010,Series D+,40651000,Bootstrapped,Merged,1272,0,8,0
IN0912,Startup_912,TravelTech,Jaipur,2011,Series C,3655000,Government Grant,Closed,3914,0,5,0
IN0913,Startup_913,HealthTech,Delhi NCR,2020,Series C,47221000,Nexus Venture,Acquired,4659,0,1,0
IN0914,Startup_914,TravelTech,Mumbai,2010,Seed,18645000,Blume Ventures,Closed,4658,0,5,0
IN0915,Startup_915,AgriTech,Pune,2019,Seed,749000,Angel Network,Closed,3793,0,2,0
IN0916,Startup_916,HealthTech,Kolkata,2010,Seed,63483000,Kalaari Capital,Closed,4812,0,12,0
IN0917,Startup_917,FoodTech,Ahmedabad,2019,Series C,45918000,Government Grant,Closed,1535,0,2,0
IN0918,Startup_918,HealthTech,Mumbai,2021,Series C,9838000,SAIF Partners,Acquired,148,0,1,0
IN0919,Startup_919,LogisticsTech,Mumbai,2010,Series A,27718000,Matrix Partners,Closed,4932,0,12,0
IN0920,Startup_920,FoodTech,Pune,2019,Series D+,48163000,Bootstrapped,Closed,3237,0,3,0
IN0921,Startup_921,EdTech,Delhi NCR,2012,Pre-Seed,6531000,Angel Network,Closed,1543,0,1,0
IN0922,Startup_922,E-Commerce,Ahmedabad,2020,Series A,48162000,Bootstrapped,Closed,4414,0,1,0
IN0923,Startup_923,EdTech,Pune,2022,Grant,3387000,Accel Partners,Closed,1362,0,1,0
IN0924,Startup_924,FoodTech,Ahmedabad,2017,Pre-Seed,2932000,SoftBank,Acquired,2417,0,5,0
IN0925,Startup_925,LogisticsTech,Bengaluru,2015,Pre-Seed,5089000,Matrix Partners,Active,3407,3493000,8,0
IN0926,Startup_926,HRTech,Noida,2021,Series C,14049000,SAIF Partners,Active,4843,8338000,2,0
IN0927,Startup_927,FoodTech,Hyderabad,2021,Pre-Seed,2119000,Kalaari Capital,Closed,4534,0,1,0
IN0928,Startup_928,SaaS,Kolkata,2017,Seed,65737000,Kalaari Capital,Closed,3674,0,6,0
IN0929,Startup_929,LogisticsTech,Bengaluru,2012,Series C,28261000,Blume Ventures,Closed,1903,0,9,0
IN0930,Startup_930,E-Commerce,Noida,2020,Series D+,93939000,Angel Network,Acquired,3839,0,1,0
IN0931,Startup_931,SaaS,Kolkata,2016,Series D+,56013000,Y Combinator,Closed,1329,0,5,0
IN0932,Startup_932,E-Commerce,Pune,2021,Seed,14549000,SoftBank,Closed,1282,0,2,0
IN0933,Startup_933,EdTech,Kolkata,2017,Series C,44635000,Sequoia Capital India,Closed,2941,0,3,0
IN0934,Startup_934,AgriTech,Delhi NCR,2012,Pre-Seed,1358000,Accel Partners,Acquired,1859,0,2,0
IN0935,Startup_935,TravelTech,Hyderabad,2017,Series C,35341000,Government Grant,Merged,384,0,5,0
IN0936,Startup_936,SaaS,Delhi NCR,2023,Seed,64875000,Blume Ventures,Closed,3746,0,1,0
IN0937,Startup_937,EdTech,Noida,2019,Seed,3549000,Accel Partners,Acquired,1370,0,1,0
IN0938,Startup_938,E-Commerce,Chennai,2012,Series C,83911000,Blume Ventures,Closed,815,0,3,0
IN0939,Startup_939,AgriTech,Chennai,2023,Series A,8155000,Matrix Partners,Closed,55,0,1,0
IN0940,Startup_940,FoodTech,Chennai,2014,Series A,18716000,Government Grant,Active,3401,5998000,9,0
IN0941,Startup_941,E-Commerce,Delhi NCR,2022,Bootstrapped,1552000,Matrix Partners,Closed,3388,0,2,0
IN0942,Startup_942,FoodTech,Jaipur,2022,Series D+,22213000,Government Grant,Merged,83,0,1,0
IN0943,Startup_943,EdTech,Chennai,2015,Bootstrapped,1331000,Sequoia Capital India,Merged,3223,0,1,0
IN0944,Startup_944,HealthTech,Noida,2010,Series C,79755000,Angel Network,Closed,4537,0,5,0
IN0945,Startup_945,AgriTech,Chennai,2010,Series C,24455000,Tiger Global,Acquired,3311,0,8,0
IN0946,Startup_946,E-Commerce,Jaipur,2019,Grant,9769000,Government Grant,Closed,3315,0,2,0
IN0947,Startup_947,SaaS,Mumbai,2010,Series D+,50364000,500 Startups,Closed,1034,0,9,0
IN0948,Startup_948,TravelTech,Pune,2013,Seed,14120000,Kalaari Capital,Closed,1312,0,1,0
IN0949,Startup_949,FinTech,Jaipur,2019,Series C,93012000,Angel Network,Closed,3465,0,1,0
IN0950,Startup_950,FinTech,Chennai,2014,Series D+,90909000,Accel Partners,Closed,3678,0,5,0
IN0951,Startup_951,HRTech,Bengaluru,2017,Series D+,28208000,Elevation Capital,Merged,4635,0,6,0
IN0952,Startup_952,TravelTech,Noida,2013,Series D+,30045000,Y Combinator,Closed,4694,0,3,0
IN0953,Startup_953,LogisticsTech,Jaipur,2021,Series B,31084000,SoftBank,Active,2961,12146000,2,0
IN0954,Startup_954,HealthTech,Kolkata,2023,Bootstrapped,588000,500 Startups,Active,1067,239000,0,0
IN0955,Startup_955,FoodTech,Mumbai,2015,Bootstrapped,2602000,Matrix Partners,Closed,2162,0,8,0
IN0956,Startup_956,LogisticsTech,Ahmedabad,2021,Grant,2513000,Tiger Global,Closed,1184,0,1,0
IN0957,Startup_957,FoodTech,Ahmedabad,2012,Seed,22853000,Sequoia Capital India,Closed,1286,0,9,0
IN0958,Startup_958,AgriTech,Mumbai,2019,Bootstrapped,1485000,Nexus Venture,Active,331,656000,4,0
IN0959,Startup_959,EdTech,Chennai,2014,Series D+,38977000,Government Grant,Closed,1172,0,3,0
IN0960,Startup_960,HRTech,Kolkata,2010,Series C,7624000,Y Combinator,Acquired,4006,0,1,0
IN0961,Startup_961,EdTech,Jaipur,2015,Seed,33522000,Elevation Capital,Acquired,2539,0,8,0
IN0962,Startup_962,AgriTech,Kolkata,2017,Series A,20240000,Blume Ventures,Closed,3687,0,6,0
IN0963,Startup_963,FoodTech,Delhi NCR,2023,Series D+,31295000,Elevation Capital,Active,3357,10654000,0,0
IN0964,Startup_964,LogisticsTech,Chennai,2018,Pre-Seed,5342000,Angel Network,Merged,2274,0,1,0
IN0965,Startup_965,HealthTech,Bengaluru,2019,Series C,11403000,SAIF Partners,Closed,699,0,2,0
IN0966,Startup_966,HRTech,Jaipur,2019,Pre-Seed,1831000,Government Grant,Merged,3900,0,1,0
IN0967,Startup_967,EdTech,Jaipur,2012,Pre-Seed,1662000,Y Combinator,Closed,4749,0,8,0
IN0968,Startup_968,EdTech,Jaipur,2019,Series D+,3790000,Y Combinator,Closed,192,0,3,0
IN0969,Startup_969,LogisticsTech,Delhi NCR,2016,Pre-Seed,1918000,Nexus Venture,Acquired,747,0,1,0
IN0970,Startup_970,EdTech,Jaipur,2012,Series C,20593000,Accel Partners,Closed,1265,0,5,0
IN0971,Startup_971,LogisticsTech,Delhi NCR,2010,Series D+,42855000,Nexus Venture,Closed,3196,0,2,0
IN0972,Startup_972,AgriTech,Delhi NCR,2016,Series D+,37669000,500 Startups,Closed,992,0,1,0
IN0973,Startup_973,E-Commerce,Hyderabad,2022,Series B,82862000,Matrix Partners,Closed,944,0,2,0
IN0974,Startup_974,FinTech,Chennai,2017,Bootstrapped,395000,Bootstrapped,Active,1916,290000,6,0
IN0975,Startup_975,FinTech,Pune,2018,Seed,66788000,Government Grant,Closed,1030,0,3,0
IN0976,Startup_976,HRTech,Kolkata,2017,Seed,17565000,Government Grant,Acquired,1168,0,3,0
IN0977,Startup_977,TravelTech,Delhi NCR,2022,Series B,19126000,500 Startups,Closed,4549,0,2,0
IN0978,Startup_978,FinTech,Bengaluru,2023,Grant,7468000,Bootstrapped,Merged,1373,0,1,0
IN0979,Startup_979,FinTech,Ahmedabad,2014,Series C,45928000,Kalaari Capital,Acquired,1744,0,9,0
IN0980,Startup_980,SaaS,Bengaluru,2012,Seed,27762000,Accel Partners,Closed,1146,0,9,0
IN0981,Startup_981,SaaS,Kolkata,2013,Series D+,66187000,Bootstrapped,Acquired,2143,0,8,0
IN0982,Startup_982,SaaS,Hyderabad,2020,Series D+,32267000,Elevation Capital,Closed,2692,0,1,0
IN0983,Startup_983,HealthTech,Bengaluru,2019,Grant,116000,Tiger Global,Active,3386,54000,4,0
IN0984,Startup_984,FoodTech,Kolkata,2018,Seed,32507000,Accel Partners,Closed,4414,0,1,0
IN0985,Startup_985,FoodTech,Mumbai,2015,Bootstrapped,1800000,Tiger Global,Acquired,71,0,2,0
IN0986,Startup_986,FoodTech,Chennai,2013,Grant,3720000,Government Grant,Active,2305,2085000,10,0
IN0987,Startup_987,AgriTech,Hyderabad,2011,Series C,8924000,Blume Ventures,Acquired,2975,0,1,0
IN0988,Startup_988,SaaS,Ahmedabad,2021,Series B,68901000,Bootstrapped,Active,3246,9178000,2,0
IN0989,Startup_989,SaaS,Noida,2018,Grant,1368000,Angel Network,Closed,4636,0,5,0
IN0990,Startup_990,HRTech,Delhi NCR,2011,Series A,4547000,500 Startups,Closed,4670,0,4,0
IN0991,Startup_991,TravelTech,Pune,2013,Pre-Seed,3122000,SAIF Partners,Merged,2073,0,9,0
IN0992,Startup_992,FoodTech,Bengaluru,2016,Pre-Seed,1625000,Y Combinator,Acquired,3335,0,3,0
IN0993,Startup_993,EdTech,Jaipur,2017,Grant,6077000,500 Startups,Closed,1841,0,1,0
IN0994,Startup_994,SaaS,Kolkata,2018,Grant,2752000,Kalaari Capital,Closed,672,0,5,0
IN0995,Startup_995,FinTech,Hyderabad,2021,Bootstrapped,11008000,SoftBank,Merged,1349,0,2,0
IN0996,Startup_996,SaaS,Mumbai,2020,Seed,30322000,Sequoia Capital India,Active,4856,19646000,3,0
IN0997,Startup_997,AgriTech,Pune,2013,Seed,38356000,Y Combinator,Closed,447,0,6,0
IN0998,Startup_998,TravelTech,Hyderabad,2011,Grant,2818000,Elevation Capital,Closed,1024,0,2,0
IN0999,Startup_999,FinTech,Bengaluru,2016,Series D+,83357000,Government Grant,Acquired,1046,0,1,0
IN1000,Startup_1000,FoodTech,Bengaluru,2014,Bootstrapped,3393000,SAIF Partners,Active,429,920000,9,0
IN1001,Startup_1001,LogisticsTech,Kolkata,2011,Bootstrapped,3606000,Bootstrapped,Closed,88,0,8,0
IN1002,Startup_1002,LogisticsTech,Ahmedabad,2022,Bootstrapped,3723000,Kalaari Capital,Acquired,214,0,2,0
IN1003,Startup_1003,TravelTech,Chennai,2019,Series B,652000,Angel Network,Active,555,323000,4,0
IN1004,Startup_1004,E-Commerce,Noida,2012,Series C,53161000,Elevation Capital,Closed,3644,0,3,0
IN1005,Startup_1005,E-Commerce,Delhi NCR,2022,Pre-Seed,3456000,Matrix Partners,Active,4205,2660000,1,0
IN1006,Startup_1006,AgriTech,Pune,2019,Series A,12416000,Kalaari Capital,Closed,2386,0,3,0
IN1007,Startup_1007,FinTech,Jaipur,2019,Series A,61099000,Y Combinator,Active,4585,42404000,4,0
IN1008,Startup_1008,LogisticsTech,Chennai,2013,Series B,12235000,Accel Partners,Closed,2799,0,4,0
IN1009,Startup_1009,FoodTech,Ahmedabad,2019,Series D+,28370000,Kalaari Capital,Acquired,2456,0,4,0
IN1010,Startup_1010,AgriTech,Delhi NCR,2011,Grant,3643000,Blume Ventures,Acquired,1799,0,1,0
IN1011,Startup_1011,E-Commerce,Hyderabad,2017,Series B,80911000,Y Combinator,Closed,2717,0,6,0
IN1012,Startup_1012,LogisticsTech,Hyderabad,2016,Series A,602000,Sequoia Capital India,Acquired,606,0,3,0
IN1013,Startup_1013,FinTech,Jaipur,2011,Series A,23731000,Elevation Capital,Closed,2950,0,1,0
IN1014,Startup_1014,FinTech,Hyderabad,2013,Series C,106303000,Angel Network,Closed,1429,0,6,0
IN1015,Startup_1015,TravelTech,Hyderabad,2012,Series B,37945000,500 Startups,Active,830,2495000,11,0
IN1016,Startup_1016,HealthTech,Kolkata,2020,Seed,19158000,Blume Ventures,Closed,1969,0,2,0
IN1017,Startup_1017,AgriTech,Delhi NCR,2018,Bootstrapped,271000,Tiger Global,Acquired,1073,0,2,0
IN1018,Startup_1018,E-Commerce,Jaipur,2016,Series D+,47478000,Bootstrapped,Closed,2005,0,1,0
IN1019,Startup_1019,HRTech,Noida,2013,Series C,11536000,Sequoia Capital India,Closed,2296,0,3,0
IN1020,Startup_1020,TravelTech,Noida,2017,Series B,35331000,Government Grant,Closed,533,0,2,0
IN1021,Startup_1021,TravelTech,Kolkata,2022,Series D+,20946000,Kalaari Capital,Closed,3064,0,2,0
IN1022,Startup_1022,FoodTech,Ahmedabad,2014,Bootstrapped,3956000,Bootstrapped,Closed,301,0,4,0
IN1023,Startup_1023,E-Commerce,Hyderabad,2017,Series B,33937000,500 Startups,Closed,3091,0,5,0
IN1024,Startup_1024,HealthTech,Chennai,2014,Seed,7837000,Blume Ventures,Closed,4252,0,6,0
IN1025,Startup_1025,E-Commerce,Noida,2010,Grant,3727000,Blume Ventures,Closed,3832,0,7,0
IN1026,Startup_1026,LogisticsTech,Chennai,2022,Grant,2307000,Tiger Global,Closed,3620,0,1,0
IN1027,Startup_1027,SaaS,Mumbai,2015,Seed,35198000,SAIF Partners,Closed,642,0,5,0
IN1028,Startup_1028,E-Commerce,Mumbai,2011,Seed,60244000,Kalaari Capital,Closed,1612,0,11,0
IN1029,Startup_1029,AgriTech,Pune,2014,Series C,24201000,Tiger Global,Closed,4451,0,5,0
IN1030,Startup_1030,FinTech,Pune,2014,Series D+,48755000,Matrix Partners,Closed,4752,0,1,0
IN1031,Startup_1031,FoodTech,Jaipur,2022,Series A,11495000,Angel Network,Acquired,1721,0,2,0
IN1032,Startup_1032,E-Commerce,Jaipur,2019,Grant,5097000,Government Grant,Closed,705,0,3,0
IN1033,Startup_1033,E-Commerce,Kolkata,2022,Bootstrapped,4972000,SAIF Partners,Closed,248,0,2,0
IN1034,Startup_1034,HealthTech,Noida,2023,Series A,66481000,Blume Ventures,Closed,2907,0,2,0
IN1035,Startup_1035,E-Commerce,Kolkata,2016,Bootstrapped,7608000,Nexus Venture,Closed,2673,0,5,0
IN1036,Startup_1036,FinTech,Noida,2022,Pre-Seed,1887000,Kalaari Capital,Acquired,4656,0,2,0
IN1037,Startup_1037,LogisticsTech,Hyderabad,2016,Seed,11463000,Accel Partners,Closed,2695,0,5,0
IN1038,Startup_1038,FoodTech,Pune,2011,Series A,27712000,Sequoia Capital India,Active,4944,11541000,12,0
IN1039,Startup_1039,HealthTech,Hyderabad,2011,Bootstrapped,2120000,Bootstrapped,Closed,4297,0,2,0
IN1040,Startup_1040,FoodTech,Bengaluru,2015,Pre-Seed,4301000,Matrix Partners,Closed,3205,0,3,0
IN1041,Startup_1041,EdTech,Delhi NCR,2018,Bootstrapped,569000,500 Startups,Closed,1693,0,2,0
IN1042,Startup_1042,E-Commerce,Pune,2016,Grant,6343000,Nexus Venture,Closed,4814,0,2,0
IN1043,Startup_1043,TravelTech,Ahmedabad,2014,Series B,6507000,Accel Partners,Active,3272,3277000,9,0
IN1044,Startup_1044,E-Commerce,Jaipur,2015,Grant,6354000,Angel Network,Closed,748,0,5,0
IN1045,Startup_1045,FoodTech,Chennai,2021,Series C,41198000,Y Combinator,Closed,1436,0,2,0
IN1046,Startup_1046,E-Commerce,Delhi NCR,2019,Bootstrapped,10023000,Tiger Global,Closed,4660,0,1,0
IN1047,Startup_1047,LogisticsTech,Bengaluru,2013,Series A,37759000,Nexus Venture,Closed,548,0,4,0
IN1048,Startup_1048,FoodTech,Kolkata,2022,Seed,3965000,Accel Partners,Merged,4134,0,2,0
IN1049,Startup_1049,LogisticsTech,Ahmedabad,2012,Series C,2869000,Sequoia Capital India,Closed,601,0,11,0
IN1050,Startup_1050,FoodTech,Kolkata,2015,Bootstrapped,1992000,Sequoia Capital India,Acquired,2054,0,2,0
IN1051,Startup_1051,HealthTech,Chennai,2020,Grant,642000,SAIF Partners,Closed,1986,0,3,0
IN1052,Startup_1052,FoodTech,Delhi NCR,2017,Series C,8654000,Sequoia Capital India,Acquired,4974,0,1,0
IN1053,Startup_1053,HealthTech,Pune,2011,Bootstrapped,6052000,Sequoia Capital India,Closed,2240,0,3,0
IN1054,Startup_1054,FoodTech,Chennai,2012,Series B,44650000,SAIF Partners,Closed,1772,0,8,0
IN1055,Startup_1055,FinTech,Jaipur,2020,Seed,37345000,Sequoia Capital India,Closed,4902,0,1,0
IN1056,Startup_1056,FinTech,Kolkata,2022,Series B,45270000,SoftBank,Acquired,1640,0,1,0
IN1057,Startup_1057,FinTech,Kolkata,2010,Pre-Seed,2346000,Bootstrapped,Closed,519,0,4,0
IN1058,Startup_1058,EdTech,Delhi NCR,2021,Series A,41098000,Y Combinator,Active,2681,12001000,2,0
IN1059,Startup_1059,E-Commerce,Noida,2013,Bootstrapped,1364000,SoftBank,Merged,869,0,6,0
IN1060,Startup_1060,AgriTech,Delhi NCR,2010,Bootstrapped,58000,SoftBank,Closed,3760,0,4,0
IN1061,Startup_1061,EdTech,Pune,2020,Series D+,70860000,Matrix Partners,Active,2472,44334000,3,0
IN1062,Startup_1062,FoodTech,Mumbai,2021,Series A,4873000,Kalaari Capital,Closed,3185,0,1,0
IN1063,Startup_1063,AgriTech,Delhi NCR,2020,Series D+,26688000,Accel Partners,Merged,2747,0,1,0
IN1064,Startup_1064,HRTech,Noida,2017,Bootstrapped,2599000,SAIF Partners,Closed,4814,0,6,0
IN1065,Startup_1065,FinTech,Hyderabad,2010,Seed,88681000,Government Grant,Closed,1997,0,10,0
IN1066,Startup_1066,EdTech,Bengaluru,2012,Series D+,16321000,Matrix Partners,Closed,1676,0,11,0
IN1067,Startup_1067,FinTech,Hyderabad,2021,Grant,3978000,Nexus Venture,Closed,2603,0,1,0
IN1068,Startup_1068,TravelTech,Kolkata,2020,Series C,10383000,Angel Network,Closed,2715,0,2,0
IN1069,Startup_1069,E-Commerce,Hyderabad,2018,Pre-Seed,7328000,SoftBank,Acquired,1824,0,5,0
IN1070,Startup_1070,LogisticsTech,Jaipur,2015,Series A,561000,Y Combinator,Closed,4029,0,2,0
IN1071,Startup_1071,E-Commerce,Bengaluru,2020,Series A,14161000,Tiger Global,Merged,4856,0,3,0
IN1072,Startup_1072,E-Commerce,Hyderabad,2018,Seed,51591000,Tiger Global,Closed,1620,0,2,0
IN1073,Startup_1073,LogisticsTech,Delhi NCR,2019,Series B,34670000,Bootstrapped,Closed,1651,0,3,0
IN1074,Startup_1074,FoodTech,Mumbai,2015,Bootstrapped,2362000,Matrix Partners,Closed,4141,0,7,0
IN1075,Startup_1075,HealthTech,Ahmedabad,2010,Bootstrapped,777000,500 Startups,Closed,2461,0,10,0
IN1076,Startup_1076,TravelTech,Delhi NCR,2018,Series A,20918000,Blume Ventures,Closed,2322,0,4,0
IN1077,Startup_1077,TravelTech,Noida,2017,Seed,32197000,SoftBank,Closed,1269,0,2,0
IN1078,Startup_1078,FinTech,Bengaluru,2023,Series D+,111120000,Matrix Partners,Closed,3058,0,2,0
IN1079,Startup_1079,FoodTech,Pune,2020,Seed,2086000,500 Startups,Closed,1021,0,2,0
IN1080,Startup_1080,HRTech,Delhi NCR,2013,Bootstrapped,2702000,Government Grant,Merged,2857,0,9,0
IN1081,Startup_1081,FoodTech,Chennai,2021,Pre-Seed,4634000,Angel Network,Closed,2023,0,1,0
IN1082,Startup_1082,FoodTech,Bengaluru,2023,Series D+,33870000,Angel Network,Closed,1213,0,2,0
IN1083,Startup_1083,HRTech,Ahmedabad,2020,Series A,21115000,Bootstrapped,Closed,1324,0,1,0
IN1084,Startup_1084,EdTech,Mumbai,2020,Bootstrapped,4698000,500 Startups,Closed,660,0,3,0
IN1085,Startup_1085,E-Commerce,Kolkata,2012,Bootstrapped,3352000,SAIF Partners,Closed,3137,0,10,0
IN1086,Startup_1086,SaaS,Kolkata,2022,Seed,40147000,Government Grant,Active,2823,26524000,1,0
IN1087,Startup_1087,SaaS,Hyderabad,2021,Bootstrapped,60000,Tiger Global,Closed,4030,0,1,0
IN1088,Startup_1088,EdTech,Mumbai,2022,Bootstrapped,5243000,Angel Network,Closed,3532,0,1,0
IN1089,Startup_1089,HealthTech,Chennai,2012,Series A,16624000,Accel Partners,Closed,3693,0,10,0
IN1090,Startup_1090,E-Commerce,Delhi NCR,2013,Pre-Seed,8909000,SoftBank,Closed,2126,0,7,0
IN1091,Startup_1091,FoodTech,Noida,2011,Series A,4422000,Accel Partners,Active,2269,434000,12,0
IN1092,Startup_1092,FinTech,Noida,2013,Grant,9138000,Sequoia Capital India,Closed,502,0,5,0
IN1093,Startup_1093,FinTech,Noida,2022,Pre-Seed,6292000,Sequoia Capital India,Active,3079,3160000,1,0
IN1094,Startup_1094,SaaS,Ahmedabad,2017,Series D+,23658000,Bootstrapped,Closed,2812,0,3,0
IN1095,Startup_1095,E-Commerce,Chennai,2020,Bootstrapped,667000,Kalaari Capital,Closed,2707,0,1,0
IN1096,Startup_1096,FinTech,Ahmedabad,2023,Bootstrapped,10661000,Tiger Global,Closed,212,0,1,0
IN1097,Startup_1097,TravelTech,Pune,2021,Series B,27864000,Bootstrapped,Closed,3894,0,2,0
IN1098,Startup_1098,E-Commerce,Bengaluru,2020,Series D+,39879000,Sequoia Capital India,Active,2668,22270000,3,0
IN1099,Startup_1099,E-Commerce,Noida,2017,Bootstrapped,8742000,Kalaari Capital,Closed,3507,0,4,0
IN1100,Startup_1100,EdTech,Kolkata,2014,Series B,69615000,500 Startups,Closed,4686,0,9,0
IN1101,Startup_1101,FinTech,Delhi NCR,2017,Seed,80931000,SAIF Partners,Closed,3826,0,2,0
IN1102,Startup_1102,FoodTech,Mumbai,2017,Series B,8646000,Bootstrapped,Closed,734,0,1,0
IN1103,Startup_1103,LogisticsTech,Bengaluru,2012,Series D+,46025000,SoftBank,Acquired,2112,0,11,0
IN1104,Startup_1104,FoodTech,Mumbai,2020,Series A,31732000,Blume Ventures,Acquired,742,0,3,0
IN1105,Startup_1105,AgriTech,Hyderabad,2019,Seed,15143000,Angel Network,Closed,3128,0,4,0
IN1106,Startup_1106,E-Commerce,Hyderabad,2014,Seed,12608000,Kalaari Capital,Closed,4853,0,4,0
IN1107,Startup_1107,EdTech,Noida,2015,Series A,76335000,Elevation Capital,Acquired,15,0,5,0
IN1108,Startup_1108,FinTech,Noida,2018,Series B,117592000,Kalaari Capital,Acquired,2992,0,2,0
IN1109,Startup_1109,TravelTech,Noida,2019,Series B,513000,Y Combinator,Active,3775,147000,4,0
